row_id,row_type,bone,cube_id,cube_index,parent_bone,Mustang origin,Mustang size,Mustang inflate,Mustang pivot,Mustang rotation,Ardennes origin,Ardennes size,Ardennes inflate,Ardennes pivot,Ardennes rotation,Kladruber origin,Kladruber size,Kladruber inflate,Kladruber pivot,Kladruber rotation,Fjord origin,Fjord size,Fjord inflate,Fjord pivot,Fjord rotation,Thoroughbred origin,Thoroughbred size,Thoroughbred inflate,Thoroughbred pivot,Thoroughbred rotation,Friesian origin,Friesian size,Friesian inflate,Friesian pivot,Friesian rotation,Irish Cob origin,Irish Cob size,Irish Cob inflate,Irish Cob pivot,Irish Cob rotation,American Quarter origin,American Quarter size,American Quarter inflate,American Quarter pivot,American Quarter rotation,Percheron origin,Percheron size,Percheron inflate,Percheron pivot,Percheron rotation,Selle Francais origin,Selle Francais size,Selle Francais inflate,Selle Francais pivot,Selle Francais rotation,Marwari origin,Marwari size,Marwari inflate,Marwari pivot,Marwari rotation,Mongolian origin,Mongolian size,Mongolian inflate,Mongolian pivot,Mongolian rotation,Shire origin,Shire size,Shire inflate,Shire pivot,Shire rotation,Akhal-Teke origin,Akhal-Teke size,Akhal-Teke inflate,Akhal-Teke pivot,Akhal-Teke rotation,American Soldier origin,American Soldier size,American Soldier inflate,American Soldier pivot,American Soldier rotation,Welsh origin,Welsh size,Welsh inflate,Welsh pivot,Welsh rotation,Connemara origin,Connemara size,Connemara inflate,Connemara pivot,Connemara rotation,Haflinger origin,Haflinger size,Haflinger inflate,Haflinger pivot,Haflinger rotation,Oldenburger origin,Oldenburger size,Oldenburger inflate,Oldenburger pivot,Oldenburger rotation,Shetland origin,Shetland size,Shetland inflate,Shetland pivot,Shetland rotation,Standardbred origin,Standardbred size,Standardbred inflate,Standardbred pivot,Standardbred rotation,Trakehner origin,Trakehner size,Trakehner inflate,Trakehner pivot,Trakehner rotation,Boulonnais origin,Boulonnais size,Boulonnais inflate,Boulonnais pivot,Boulonnais rotation
back_right_feathering_c1,cube,back_right_feathering,back_right_feathering_c1,1,back_right_feathering,"[-4.9393, 0.60929, 10.98877]","[2.96603, 8.31108, 3.46029]",-0.01,"[-3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[-4.9393, 0.60929, 10.98877]","[3.36603, 8.31108, 3.86029]",-0.01,"[-3.45628, 4.47179, 13.11891]","[12.5, 0, 0]","[-5.23364, 0.65883, 11.86867]","[3.00171, 8.97437, 3.73551]",-0.01,"[-3.73278, 4.82953, 13.73642]","[7.5, 0, 0]","[-4.69283, 0.57833, 10.43883]","[2.81872, 7.89652, 3.28828]",-0.01,"[-3.28347, 4.2482, 12.08296]","[7.5, 0, 0]","[-5.32223, 0.67122, 12.30865]","[3.04063, 9.14019, 3.58432]",-0.01,"[-3.80191, 4.91897, 13.9908]","[7.5, 0, 0]","[-5.43223, 0.67122, 11.97865]","[3.37063, 9.14019, 3.91432]",-0.01,"[-3.80191, 4.91897, 13.9908]","[7.5, 0, 0]","[-4.9393, 0.60929, 10.78877]","[3.16603, 8.31108, 3.66029]",-0.01,"[-3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[-4.9393, 0.60929, 11.08877]","[2.86603, 8.31108, 3.36029]",-0.01,"[-3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[-5.91037, 0.73129, 12.96553]","[3.7364, 9.94443, 4.32803]",-0.01,"[-4.13716, 5.35274, 15.22454]","[7.5, 0, 0]","[-4.9393, 0.60929, 11.08877]","[2.86603, 8.31108, 3.36029]",-0.01,"[-3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[-4.8393, 0.60929, 11.28877]","[2.76603, 8.31108, 3.16029]",-0.01,"[-3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[-4.44637, 0.54736, 9.88889]","[2.67143, 7.48197, 3.11626]",-0.01,"[-3.11065, 4.02461, 11.44702]","[7.5, 0, 0]","[-5.92516, 0.73315, 12.98852]","[3.75524, 9.96929, 4.34835]",-0.01,"[-4.14754, 5.36615, 15.26269]","[7.5, 0, 0]","[-4.95662, 0.63716, 11.69272]","[2.6896, 8.68418, 3.4061]",-0.01,"[-3.61181, 4.67302, 13.29126]","[7.5, 0, 0]","[-5.92516, 0.73315, 12.88852]","[3.85524, 9.96929, 4.44835]",-0.01,"[-4.14754, 5.36615, 15.26269]","[7.5, 0, 0]","[-3.85344, 0.48543, 9.18902]","[2.17682, 6.65287, 2.37223]",-0.01,"[-2.76502, 3.57743, 10.17513]","[7.5, 0, 0]","[-3.87344, 0.48543, 8.78902]","[2.21682, 6.65286, 2.77223]",-0.01,"[-2.76502, 3.57743, 10.17513]","[7.5, 0, 0]","[-4.59283, 0.57833, 10.43883]","[2.61873, 7.89653, 3.28828]",-0.01,"[-3.28347, 4.2482, 12.08296]","[7.5, 0, 0]","[-5.08076, 0.64025, 11.53871]","[2.90333, 8.72563, 3.6323]",-0.01,"[-3.62909, 4.69538, 13.35486]","[7.5, 0, 0]","[-3.42728, 0.40802, 7.41417]","[2.18858, 5.61648, 2.3422]",-0.01,"[-2.33299, 3.01846, 8.58526]","[7.5, 0, 0]","[-4.8393, 0.60929, 10.98877]","[2.76603, 8.31108, 3.26029]",-0.01,"[-3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[-4.8393, 0.60929, 10.98877]","[2.76603, 8.31108, 3.46029]",-0.01,"[-3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[-5.63223, 0.67122, 12.08865]","[3.66063, 9.14019, 3.80432]",-0.01,"[-3.80191, 4.91897, 13.9908]","[7.5, 0, 0]"
back_left_hoof,bone,back_left_hoof,,,back_left_calf,,,,"[-3.45983, 2.57016, 10.76341]",,,,,"[-3.45983, 2.57016, 10.76341]",,,,,"[-3.73662, 2.77577, 11.62448]",,,,,"[-3.28684, 2.44165, 10.22524]",,,,,"[-3.80581, 2.82718, 11.83975]",,,,,"[-3.80581, 2.82718, 11.83975]",,,,,"[-3.45983, 2.57016, 10.76341]",,,,,"[-3.45983, 2.57016, 10.76341]",,,,,"[-4.14142, 3.07648, 12.88381]",,,,,"[-3.45983, 2.57016, 10.76341]",,,,,"[-3.45983, 2.57016, 10.76341]",,,,,"[-3.11385, 2.31314, 9.68707]",,,,,"[-4.1518, 3.08419, 12.91609]",,,,,"[-3.61552, 2.68582, 11.24776]",,,,,"[-4.1518, 3.08419, 12.91609]",,,,,"[-2.76786, 2.05613, 8.61073]",,,,,"[-2.76786, 2.05613, 8.61073]",,,,,"[-3.28684, 2.44165, 10.22524]",,,,,"[-3.63282, 2.69867, 11.30158]",,,,,"[-2.33538, 1.73486, 7.2653]",,,,,"[-3.45983, 2.57016, 10.76341]",,,,,"[-3.45983, 2.57016, 10.76341]",,,,,"[-3.80581, 2.82718, 11.83975]",
back_left_hoof_c1,cube,back_left_hoof,back_left_hoof_c1,1,back_left_hoof,"[-5.04135, 0.00011, 9.19337]","[3.16304, 3.16304, 3.16304]",0.01,,,"[-5.04135, 0.00011, 8.79337]","[3.56304, 3.36304, 3.56304]",0.01,,,"[-5.34546, -0.00068, 10.12804]","[3.21769, 3.41768, 3.21768]",0.01,,,"[-4.78878, 0.0006, 8.7342]","[3.00389, 3.00389, 3.00389]",0.01,,,"[-5.43649, -0.00088, 10.33171]","[3.26135, 3.26135, 3.26134]",0.01,,,"[-5.54649, -0.00088, 10.00171]","[3.59135, 3.70135, 3.59134]",0.01,,,"[-5.04135, 0.00011, 8.99337]","[3.36304, 3.36304, 3.36304]",0.01,,,"[-5.04135, 0.00011, 9.29337]","[3.06304, 3.06304, 3.06304]",0.01,,,"[-6.03647, -0.00184, 10.8125]","[3.9801, 3.7901, 3.9801]",0.01,,,"[-5.04135, 0.00011, 9.29337]","[3.06304, 3.06304, 3.06304]",0.01,,,"[-4.94135, 0.00011, 9.49337]","[2.96304, 2.86304, 2.86304]",0.01,,,"[-4.53622, 0.0011, 8.27503]","[2.84474, 2.84474, 2.84474]",0.01,,,"[-6.05162, -0.00187, 10.83004]","[3.99965, 3.79965, 3.99965]",0.01,,,"[-5.06417, -0.00034, 10.01562]","[2.89729, 2.99729, 2.89728]",0.01,,,"[-6.05162, -0.00187, 10.73004]","[4.09965, 4.09965, 4.09965]",0.01,,,"[-3.93108, 0.00209, 7.7567]","[2.32643, 2.12643, 2.12643]",0.01,,,"[-3.95108, 0.00209, 7.5167]","[2.36643, 2.36643, 2.36643]",0.01,,,"[-4.68878, 0.0006, 9.0342]","[2.80389, 2.80389, 2.70389]",0.01,,,"[-5.18892, -0.00038, 9.96754]","[3.11219, 3.11219, 3.00719]",0.01,,,"[-3.48966, 0.00332, 6.02878]","[2.30855, 2.12855, 2.30855]",0.01,,,"[-4.94135, 0.00011, 9.49337]","[2.96304, 2.96304, 2.86304]",0.01,,,"[-4.94135, 0.00011, 9.49337]","[2.96304, 2.96304, 2.86304]",0.01,,,"[-5.74649, -0.00088, 9.61171]","[3.88134, 3.78134, 3.98134]",0.01,,
back_left_shoe,bone,back_left_shoe,,,back_left_hoof,,,,"[-0.49426, 16.80487, 20.54977]",,,,,"[-0.49426, 16.80487, 20.54977]",,,,,"[-0.5338, 18.14926, 22.19375]",,,,,"[-0.46955, 15.96463, 19.52228]",,,,,"[-0.54369, 18.48536, 22.60475]",,,,,"[-0.54369, 18.48536, 22.60475]",,,,,"[-0.49426, 16.80487, 20.54977]",,,,,"[-0.49426, 16.80487, 20.54977]",,,,,"[-0.59163, 20.11543, 24.59807]",,,,,"[-0.49426, 16.80487, 20.54977]",,,,,"[-0.49426, 16.80487, 20.54977]",,,,,"[-0.44483, 15.12438, 18.49479]",,,,,"[-0.59311, 20.16584, 24.65972]",,,,,"[-0.51651, 17.56109, 21.47451]",,,,,"[-0.59311, 20.16584, 24.65972]",,,,,"[-0.39541, 13.4439, 16.43982]",,,,,"[-0.39541, 13.4439, 16.43982]",,,,,"[-0.46955, 15.96463, 19.52228]",,,,,"[-0.51897, 17.64511, 21.57726]",,,,,"[-0.33363, 11.34329, 13.8711]",,,,,"[-0.49426, 16.80487, 20.54977]",,,,,"[-0.49426, 16.80487, 20.54977]",,,,,"[-0.54369, 18.48536, 22.60475]",
back_left_shoe_c1,cube,back_left_shoe,back_left_shoe_c1,1,back_left_shoe,"[-5.04089, 0.00057, 9.19382]","[3.16213, 0.69082, 3.16213]",0.05,,,"[-5.04089, 0.00057, 8.79382]","[3.56213, 0.69082, 3.56213]",0.05,,,"[-5.44816, -0.00338, 9.92533]","[3.4231, 0.75408, 3.4231]",0.05,,,"[-4.78635, 0.00304, 8.73663]","[2.99903, 0.65128, 2.99902]",0.05,,,"[-5.43998, -0.00437, 10.3282]","[3.26834, 0.7699, 3.26835]",0.05,,,"[-5.54998, -0.00437, 9.9982]","[3.59834, 0.7699, 3.59835]",0.05,,,"[-5.04089, 0.00057, 8.99382]","[3.36213, 0.69082, 3.36213]",0.05,,,"[-5.04089, 0.00057, 9.29382]","[3.06213, 0.69082, 3.06213]",0.05,,,"[-6.04379, -0.00917, 10.80515]","[3.99476, 0.84661, 3.99478]",0.05,,,"[-5.04089, 0.00057, 9.29382]","[3.06213, 0.69082, 3.06213]",0.05,,,"[-5.04089, 0.00057, 9.19382]","[3.16213, 0.69082, 3.16213]",0.05,,,"[-4.5318, 0.00551, 8.27944]","[2.83592, 0.61174, 2.83592]",0.05,,,"[-6.05907, -0.00932, 10.82258]","[4.01456, 0.84899, 4.01456]",0.05,,,"[-5.16548, -0.00165, 9.81429]","[3.09992, 0.7264, 3.09993]",0.05,,,"[-6.05907, -0.00932, 10.72258]","[4.11456, 0.84899, 4.11456]",0.05,,,"[-3.92271, 0.01046, 7.76506]","[2.3097, 0.53265, 2.1097]",0.05,,,"[-4.02271, 0.01046, 7.36506]","[2.5097, 0.53266, 2.5097]",0.05,,,"[-4.78635, 0.00304, 8.73663]","[2.99902, 0.65128, 2.99902]",0.05,,,"[-5.29543, -0.0019, 9.65101]","[3.32524, 0.73036, 3.32524]",0.05,,,"[-3.38635, 0.01664, 6.22208]","[2.10194, 0.4338, 2.10193]",0.05,,,"[-5.04089, 0.00057, 9.39382]","[3.16213, 0.69082, 2.96213]",0.05,,,"[-5.04089, 0.00057, 9.19382]","[3.16213, 0.69082, 3.16213]",0.05,,,"[-5.54998, -0.00437, 10.1082]","[3.48834, 0.7699, 3.48834]",0.05,,
back_left_leg,bone,back_left_leg,,,body,,,,"[3.45983, 21.74748, 8.39096]",,,,,"[3.45983, 21.74748, 8.39096]",,,,,"[3.73662, 23.48728, 9.06224]",,,,,"[3.28684, 19.71011, 7.97141]",,,,,"[3.80581, 23.92223, 9.23006]",,,,,"[3.80581, 25.02223, 9.23006]",,,,,"[3.45983, 20.74748, 8.39096]",,,,,"[3.45983, 21.74748, 8.39096]",,,,,"[4.14142, 26.03173, 10.04398]",,,,,"[3.45983, 21.74748, 8.39096]",,,,,"[3.45983, 21.74748, 8.39096]",,,,,"[3.11385, 18.67273, 7.55186]",,,,,"[4.1518, 27.29698, 10.06915]",,,,,"[3.61552, 22.72612, 8.76856]",,,,,"[4.1518, 25.09698, 10.06915]",,,,,"[2.76786, 16.39798, 6.71277]",,,,,"[2.76786, 17.39798, 6.71277]",,,,,"[3.28684, 20.66011, 7.97141]",,,,,"[3.63282, 22.83485, 8.81051]",,,,,"[2.33538, 13.77955, 5.6639]",,,,,"[3.45983, 22.34748, 8.39096]",,,,,"[3.45983, 21.74748, 8.39096]",,,,,"[3.80581, 22.92223, 9.23006]",
back_left_leg_c1,cube,back_left_leg,back_left_leg_c1,1,back_left_leg,"[0.98864, 13.83942, 4.43698]","[4.94237, 10.87351, 8.40221]",0.01,,,"[0.58864, 13.33942, 4.03698]","[5.34237, 11.37351, 8.80221]",0.01,,,"[1.16693, 14.94577, 4.99114]","[5.13936, 11.74499, 8.87599]",0.01,,,"[0.93971, 12.19795, 4.21563]","[4.69425, 10.32883, 7.9811]",0.01,,,"[1.1965, 15.22236, 5.09968]","[5.21861, 11.96286, 9.02443]",0.01,,,"[0.9765, 16.10236, 4.76968]","[5.54861, 12.18286, 9.35443]",0.01,,,"[0.78864, 12.33942, 4.43698]","[5.14237, 11.37351, 8.60221]",0.01,,,"[1.08864, 13.33942, 4.53698]","[4.84237, 11.07351, 8.30221]",0.01,,,"[0.99144, 16.18382, 5.11909]","[6.10995, 13.39953, 10.25139]",0.01,,,"[1.08864, 13.78942, 4.53698]","[4.84237, 10.87351, 8.30221]",0.01,,,"[1.08864, 14.33942, 4.73698]","[4.74237, 10.37351, 8.10221]",0.01,,,"[0.89078, 11.55648, 3.99428]","[4.44613, 9.78416, 7.55999]",0.01,,,"[0.98437, 17.8053, 5.12238]","[6.13484, 13.05222, 10.28665]",0.01,,,"[1.23717, 14.84174, 5.0452]","[4.75668, 10.98372, 8.3722]",0.01,,,"[0.88437, 15.6053, 5.02238]","[6.23484, 13.05222, 10.38665]",0.01,,,"[0.89291, 10.07354, 3.95158]","[3.7499, 8.6948, 6.31777]",0.01,,,"[0.87291, 11.07354, 3.71158]","[3.7899, 8.69481, 6.55777]",0.01,,,"[1.03971, 13.14795, 4.51563]","[4.49425, 10.32883, 7.6811]",0.01,,,"[1.14257, 14.53089, 4.97333]","[4.98049, 11.41819, 8.50832]",0.01,,,"[0.58058, 8.44486, 2.81822]","[3.5096, 7.33312, 5.84499]",0.01,,,"[1.08864, 14.13942, 4.73698]","[4.74237, 11.17351, 8.10221]",0.01,,,"[1.08864, 13.83942, 4.73698]","[4.74237, 10.87351, 8.10221]",0.01,,,"[0.8865, 14.22236, 4.37968]","[5.83861, 11.96286, 9.74443]",0.01,,
back_right_calf,bone,back_right_calf,,,back_left_leg,,,,"[3.45983, 15.88522, 11.10939]",,,,,"[3.45983, 15.88522, 11.10939]",,,,,"[3.73662, 17.15604, 11.99814]",,,,,"[3.28684, 15.09096, 10.55392]",,,,,"[3.80581, 17.47374, 12.22033]",,,,,"[3.80581, 17.47374, 12.22033]",,,,,"[3.45983, 15.88522, 11.10939]",,,,,"[3.45983, 15.88522, 11.10939]",,,,,"[4.14142, 19.01461, 13.29794]",,,,,"[3.45983, 15.88522, 11.10939]",,,,,"[3.45983, 15.88522, 11.10939]",,,,,"[3.11385, 14.2967, 9.99845]",,,,,"[4.1518, 19.06226, 13.33127]",,,,,"[3.61552, 16.60005, 11.60931]",,,,,"[4.1518, 19.06226, 13.33127]",,,,,"[2.76786, 12.70818, 8.88751]",,,,,"[2.76786, 12.70818, 8.88751]",,,,,"[3.28684, 15.09096, 10.55392]",,,,,"[3.63282, 16.67948, 11.66486]",,,,,"[2.33538, 8.92252, 7.49884]",,,,,"[3.45983, 15.88522, 11.10939]",,,,,"[3.45983, 15.88522, 11.10939]",,,,,"[3.80581, 17.47374, 12.22033]",
back_right_calf_c1,cube,back_right_calf,back_right_calf_c1,1,back_right_calf,"[1.48278, 9.88522, 8.40243]","[3.95409, 6.91965, 5.43687]",0,,,"[1.08278, 9.88522, 8.00243]","[4.35409, 6.91965, 5.83687]",0,,,"[1.7014, 10.67604, 9.27462]","[4.07042, 7.47322, 5.67182]",0,,,"[1.40864, 9.39096, 7.98231]","[3.75639, 6.57367, 5.16503]",0,,,"[1.74106, 10.87374, 9.46267]","[4.1295, 7.61162, 5.76056]",0,,,"[1.52106, 10.87374, 9.13267]","[4.4595, 8.71162, 6.09056]",0,,,"[1.28278, 9.88522, 8.40243]","[4.15409, 6.91965, 5.63687]",0,,,"[1.58278, 9.88522, 8.50243]","[3.85409, 6.91965, 5.33687]",0,,,"[1.58488, 11.83261, 9.86771]","[4.92306, 8.28282, 6.69793]",0,,,"[1.58278, 9.88522, 8.50243]","[3.85409, 6.91965, 5.33687]",0,,,"[1.58278, 9.88522, 8.70243]","[3.75409, 6.91965, 5.13687]",0,,,"[1.3345, 8.8967, 7.56219]","[3.55868, 6.22768, 4.89318]",0,,,"[1.57934, 11.86226, 9.88292]","[4.9449, 8.90358, 6.72424]",0,,,"[1.75401, 10.33005, 9.48954]","[3.72302, 7.23104, 4.97253]",0,,,"[1.47934, 11.86226, 9.78292]","[5.0449, 8.30358, 6.82424]",0,,,"[1.28622, 7.90818, 7.12194]","[2.96328, 5.53572, 3.9495]",0,,,"[1.26622, 7.90818, 6.88194]","[3.00327, 5.53572, 4.1895]",0,,,"[1.50864, 9.39096, 8.28231]","[3.55639, 6.57367, 4.86503]",0,,,"[1.66192, 10.37948, 9.13755]","[3.94179, 7.26563, 5.39371]",0,,,"[0.91087, 6.67253, 5.49164]","[2.84901, 4.67076, 3.84989]",0,,,"[1.58278, 9.88522, 8.70243]","[3.75409, 7.91965, 5.13687]",0,,,"[1.58278, 9.88522, 8.70243]","[3.75409, 6.91965, 5.13687]",0,,,"[1.43106, 10.87374, 8.74267]","[4.7495, 7.61162, 6.48056]",0,,
back_right_calf_c2,cube,back_right_calf,back_right_calf_c2,2,back_right_calf,"[1.97704, 1.97704, 10.37948]","[2.96557, 7.90818, 3.45982]",0,,,"[1.57704, 1.97704, 9.97948]","[3.36557, 7.90818, 3.85982]",0,,,"[2.2352, 2.1352, 11.40984]","[3.00282, 8.54084, 3.5366]",0,,,"[1.87819, 1.87819, 9.86051]","[2.81729, 7.51277, 3.28683]",0,,,"[2.28474, 2.17474, 11.63743]","[3.04213, 8.699, 3.5858]",0,,,"[2.06474, 2.17474, 11.30743]","[3.37213, 8.699, 3.9158]",0,,,"[1.77704, 1.97704, 10.37948]","[3.16557, 7.90818, 3.65982]",0,,,"[2.07704, 0.97704, 10.47948]","[2.86557, 8.90818, 3.35982]",0,,,"[2.17652, 2.36652, 12.23423]","[3.73979, 9.46609, 4.33141]",0,,,"[2.07704, 1.97704, 10.47948]","[2.86557, 7.90818, 3.35982]",0,,,"[2.07704, 1.97704, 10.67948]","[2.76557, 7.90818, 3.15982]",0,,,"[1.77934, 1.77934, 9.34153]","[2.66901, 7.11736, 3.11384]",0,,,"[2.17245, 2.37245, 12.25538]","[3.75868, 9.48981, 4.35178]",0,,,"[2.2705, 2.066, 11.25556]","[2.69003, 8.26405, 3.20651]",0,,,"[2.07245, 2.37245, 12.15538]","[3.85868, 9.48981, 4.45178]",0,,,"[1.68163, 1.58163, 8.70358]","[2.17246, 6.32655, 2.36786]",0,,,"[1.66163, 1.58163, 8.46358]","[2.21246, 6.32654, 2.60786]",0,,,"[1.97819, 1.87819, 10.16051]","[2.61729, 7.51277, 2.98683]",0,,,"[2.18089, 2.07589, 11.21345]","[2.90385, 8.30359, 3.31781]",0,,,"[1.2445, 1.3345, 6.82615]","[2.18176, 5.33803, 2.51537]",0,,,"[2.07704, 1.97704, 10.67948]","[2.76557, 7.90818, 3.15982]",0,,,"[2.07704, 1.97704, 10.67948]","[2.76557, 7.90818, 3.15982]",0,,,"[1.97474, 2.17474, 10.91743]","[3.66213, 8.699, 4.3058]",0,,
back_left_feathering,bone,back_left_feathering,,,back_right_calf,,,,"[2.96556, 8.66952, 12.75514]",,,,,"[2.96556, 8.66952, 12.75514]",,,,,"[3.2028, 9.36308, 13.77555]",,,,,"[2.81728, 8.23604, 12.11738]",,,,,"[3.26212, 9.53647, 14.03065]",,,,,"[3.26212, 9.53647, 14.03065]",,,,,"[2.96556, 8.66952, 12.75514]",,,,,"[2.96556, 8.66952, 12.75514]",,,,,"[3.54978, 10.37742, 15.26791]","[2.5, 0, 0]",,,,"[2.96556, 8.66952, 12.75514]",,,,,"[2.96556, 8.66952, 12.75514]",,,,,"[2.669, 7.80257, 11.47963]",,,,,"[3.55867, 10.40342, 15.30617]",,,,,"[3.09901, 9.05965, 13.32912]",,,,,"[3.55867, 10.40342, 15.30617]","[2.5, 0, 0]",,,,"[2.37245, 6.93562, 10.20411]",,,,,"[2.37245, 6.93562, 10.20411]",,,,,"[2.81728, 8.23604, 12.11738]",,,,,"[3.11384, 9.103, 13.3929]",,,,,"[2.00175, 5.85193, 8.60972]",,,,,"[2.96556, 8.66952, 12.75514]",,,,,"[2.96556, 8.66952, 12.75514]",,,,,"[3.26212, 9.53647, 14.03065]",
back_left_feathering_c1,cube,back_left_feathering,back_left_feathering_c1,1,back_left_feathering,"[1.97327, 0.60929, 10.98877]","[2.96603, 8.31108, 3.46029]",-0.01,"[3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[1.57327, 0.60929, 10.98877]","[3.36603, 8.31108, 3.86029]",-0.01,"[3.45628, 4.47179, 13.11891]","[12.5, 0, 0]","[2.23193, 0.65883, 11.86867]","[3.00171, 8.97437, 3.73551]",-0.01,"[3.73278, 4.82953, 13.73642]","[7.5, 0, 0]","[1.87411, 0.57833, 10.43883]","[2.81872, 7.89652, 3.28828]",-0.01,"[3.28347, 4.2482, 12.08296]","[7.5, 0, 0]","[2.2816, 0.67122, 12.30865]","[3.04063, 9.14019, 3.58432]",-0.01,"[3.80191, 4.91897, 13.9908]","[7.5, 0, 0]","[2.0616, 0.67122, 11.97865]","[3.37063, 9.14019, 3.91432]",-0.01,"[3.80191, 4.91897, 13.9908]","[7.5, 0, 0]","[1.77327, 0.60929, 10.98877]","[3.16603, 8.31108, 3.66029]",-0.01,"[3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[2.07327, 0.60929, 11.08877]","[2.86603, 8.31108, 3.36029]",-0.01,"[3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[2.17397, 0.73129, 12.96553]","[3.7364, 9.94443, 4.32803]",-0.01,"[4.13716, 5.35274, 15.22454]","[7.5, 0, 0]","[2.07327, 0.60929, 11.08877]","[2.86603, 8.31108, 3.36029]",-0.01,"[3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[2.07327, 0.60929, 11.28877]","[2.76603, 8.31108, 3.16029]",-0.01,"[3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[1.77494, 0.54736, 9.88889]","[2.67143, 7.48197, 3.11626]",-0.01,"[3.11065, 4.02461, 11.44702]","[7.5, 0, 0]","[2.16992, 0.73315, 12.98852]","[3.75524, 9.96929, 4.34835]",-0.01,"[4.14754, 5.36615, 15.26269]","[7.5, 0, 0]","[2.26702, 0.63716, 11.69272]","[2.6896, 8.68418, 3.4061]",-0.01,"[3.61181, 4.67302, 13.29126]","[7.5, 0, 0]","[2.06992, 0.73315, 12.88852]","[3.85524, 9.96929, 4.44835]",-0.01,"[4.14754, 5.36615, 15.26269]","[7.5, 0, 0]","[1.67662, 0.48543, 9.18902]","[2.17682, 6.65287, 2.37223]",-0.01,"[2.76502, 3.57743, 10.17513]","[7.5, 0, 0]","[1.65662, 0.48543, 8.78902]","[2.21682, 6.65286, 2.77223]",-0.01,"[2.76502, 3.57743, 10.17513]","[7.5, 0, 0]","[1.97411, 0.57833, 10.43883]","[2.61873, 7.89653, 3.28828]",-0.01,"[3.28347, 4.2482, 12.08296]","[7.5, 0, 0]","[2.17743, 0.64025, 11.53871]","[2.90333, 8.72563, 3.6323]",-0.01,"[3.62909, 4.69538, 13.35486]","[7.5, 0, 0]","[1.23871, 0.40802, 7.41417]","[2.18857, 5.61648, 2.3422]",-0.01,"[2.33299, 3.01846, 8.58526]","[7.5, 0, 0]","[2.07327, 0.60929, 10.98877]","[2.76603, 8.31108, 3.26029]",-0.01,"[3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[2.07327, 0.60929, 10.98877]","[2.76603, 8.31108, 3.46029]",-0.01,"[3.45628, 4.47179, 12.71891]","[7.5, 0, 0]","[1.9716, 0.67122, 12.08865]","[3.66063, 9.14019, 3.80432]",-0.01,"[3.80191, 4.91897, 13.9908]","[7.5, 0, 0]"
back_right_hoof,bone,back_right_hoof,,,back_right_calf,,,,"[3.45983, 2.57016, 10.76341]",,,,,"[3.45983, 2.57016, 10.76341]",,,,,"[3.73662, 2.77577, 11.62448]",,,,,"[3.28684, 2.44165, 10.22524]",,,,,"[3.80581, 2.82718, 11.83975]",,,,,"[3.80581, 2.82718, 11.83975]",,,,,"[3.45983, 2.57016, 10.76341]",,,,,"[3.45983, 2.57016, 10.76341]",,,,,"[4.14142, 3.07648, 12.88381]",,,,,"[3.45983, 2.57016, 10.76341]",,,,,"[3.45983, 2.57016, 10.76341]",,,,,"[3.11385, 2.31314, 9.68707]",,,,,"[4.1518, 3.08419, 12.91609]",,,,,"[3.61552, 2.68582, 11.24776]",,,,,"[4.1518, 3.08419, 12.91609]",,,,,"[2.76786, 2.05613, 8.61073]",,,,,"[2.76786, 2.05613, 8.61073]",,,,,"[3.28684, 2.44165, 10.22524]",,,,,"[3.63282, 2.69867, 11.30158]",,,,,"[2.33538, 1.73486, 7.2653]",,,,,"[3.45983, 2.57016, 10.76341]",,,,,"[3.45983, 2.57016, 10.76341]",,,,,"[3.80581, 2.82718, 11.83975]",
